RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
5071,15703793,Konovalova,641,France,Female,42,6,0,2,0,0,121138.77,0,0,2,PLATINUM,697
5072,15620344,McKee,676,France,Male,35,5,106836.67,2,1,0,84199.78,0,0,3,DIAMOND,871
5073,15812518,Palermo,472,France,Male,29,8,102490.27,1,0,1,181224.56,0,0,4,SILVER,812
5074,15779052,Ballard,644,Germany,Male,34,9,112746.54,2,0,0,141230.07,0,0,3,DIAMOND,615
5075,15770811,Wallace,598,France,Male,38,0,125487.89,1,0,0,158111.71,0,0,5,DIAMOND,355
5076,15780961,Cavenagh,792,Spain,Male,25,8,142862.21,1,1,1,130639.01,0,0,5,PLATINUM,298
5077,15614049,Hu,700,France,Female,37,7,0,2,1,0,17040.82,0,0,3,DIAMOND,341
5078,15662085,Read,616,France,Male,34,10,0,2,1,0,25662.27,0,0,4,SILVER,279
5079,15575185,Bushell,743,Spain,Male,35,6,79388.33,1,1,1,193360.69,0,0,3,DIAMOND,585
5080,15803136,Postle,427,France,Male,37,5,0,2,1,1,121485.1,0,0,2,PLATINUM,869
5081,15706021,Buley,731,France,Male,29,10,0,2,1,1,162452.65,0,0,4,SILVER,251
5082,15663706,Leonard,610,France,Female,31,6,107784.65,1,1,1,141137.53,0,0,4,PLATINUM,998
5083,15641732,Mills,724,Spain,Female,41,4,142880.28,3,0,0,185541.2,1,1,5,SILVER,905
5084,15701164,Onyeorulu,653,Spain,Female,38,9,149571.94,1,1,0,118383.18,0,0,1,SILVER,896
5085,15738751,Beit,774,France,Male,49,1,142767.39,1,1,1,8214.41,0,0,1,SILVER,572
5086,15805254,Ndukaku,547,Germany,Male,49,8,121537.71,2,1,0,46521.45,1,1,2,DIAMOND,227
5087,15762418,Gant,719,Spain,Male,50,2,0,2,0,0,10772.13,0,0,4,PLATINUM,930
5088,15625759,Rowley,740,Spain,Male,43,9,0,1,1,0,199290.68,1,1,4,PLATINUM,891
5089,15622897,Sharpe,543,France,Male,42,4,89838.71,3,1,0,85983.54,1,1,3,DIAMOND,660
5090,15767954,Osborne,688,Germany,Male,45,9,103399.87,1,0,0,129870.93,0,0,1,PLATINUM,632
5091,15757535,Heap,474,France,Female,30,9,0,2,0,0,63158.22,0,0,1,PLATINUM,894
5092,15731511,Ritchie,505,Germany,Male,43,5,136855.94,2,1,0,171070.52,0,0,1,SILVER,650
5093,15809248,Cole,688,France,Female,39,0,0,2,1,0,53222.15,1,1,5,GOLD,765
5094,15640635,Capon,650,Germany,Female,55,2,140891.46,3,1,1,179834.45,1,1,5,PLATINUM,526
5095,15676966,Capon,610,France,Male,37,0,0,1,1,0,114514.64,0,0,5,PLATINUM,728
5096,15699461,Fiorentini,705,Spain,Female,46,5,89364.91,1,0,1,139162.15,0,0,4,GOLD,336
5097,15738721,Graham,669,France,Female,29,7,146011.4,1,0,0,50249.16,0,0,1,DIAMOND,381
5098,15693683,Yuille,650,Spain,Male,20,8,0,2,1,1,113469.65,0,0,4,PLATINUM,776
5099,15604348,Allard,550,Germany,Male,29,9,145294.08,2,1,0,147484.13,0,0,3,SILVER,872
5100,15633059,Fanucci,595,Germany,Female,45,9,106000.12,1,0,0,191448.96,1,1,1,PLATINUM,470
5101,15808582,Fu,572,Spain,Female,26,5,0,2,1,0,119381.41,0,0,2,SILVER,502
5102,15743192,Hung,622,Spain,Female,58,2,0,2,1,1,33277.31,0,0,5,PLATINUM,746
5103,15580146,Hung,662,Spain,Male,20,9,104508.77,2,0,0,73107.53,0,0,5,DIAMOND,944
5104,15776605,Bradley,783,Germany,Female,58,3,127539.3,1,1,1,96590.39,1,1,5,SILVER,270
5105,15804919,Dunbabin,714,Spain,Male,44,7,0,1,0,1,6923.11,0,0,2,DIAMOND,902
5106,15613854,Mauldon,671,Germany,Male,51,3,96891.46,1,1,0,176403.33,1,1,3,PLATINUM,654
5107,15599195,Stiger,600,France,Female,32,1,78535.25,1,1,0,64349.6,0,0,4,PLATINUM,729
5108,15812878,Parsons,847,Spain,Female,37,9,112712.17,1,1,0,116097.26,0,0,1,GOLD,355
5109,15602312,Walkom,650,Spain,Male,55,9,119618.42,1,1,1,29861.13,0,0,4,GOLD,405
5110,15744689,T'ang,710,Spain,Female,28,6,0,1,1,0,48426.98,0,0,3,GOLD,406
5111,15803526,Eremenko,682,France,Female,33,8,74963.5,1,1,1,32770.56,0,0,4,DIAMOND,359
5112,15665790,Rowntree,642,France,Male,26,1,138023.79,2,0,1,117060.2,0,0,3,GOLD,794
5113,15715951,Thorpe,536,Spain,Female,28,4,0,1,1,1,136197.65,0,0,1,PLATINUM,937
5114,15591100,Chiemela,754,France,Female,47,1,185513.67,1,1,0,27438.83,0,0,4,DIAMOND,472
5115,15609618,Fanucci,678,France,Male,60,8,185648.56,1,0,0,192156.54,1,1,2,PLATINUM,508
5116,15675522,Ko,533,Germany,Female,49,1,102286.6,3,1,0,69409.37,1,1,1,SILVER,930
5117,15705512,Welch,741,Germany,Male,38,4,128015.83,1,1,0,58440.43,0,0,2,GOLD,792
5118,15698028,Duncan,757,France,Male,31,10,39539.39,2,0,0,192519.39,0,0,5,GOLD,799
5119,15661670,Chidozie,721,France,Male,40,3,0,1,1,1,144874.67,0,0,1,SILVER,391
5120,15600781,Wu,700,France,Male,37,3,77608.46,2,1,1,175373.46,0,0,1,SILVER,389
5121,15682472,Culbreth,663,France,Male,26,5,141462.13,1,1,0,440.2,0,0,5,SILVER,940
5122,15580203,Kennedy,677,Spain,Female,35,0,0,2,0,0,76637.38,0,0,4,SILVER,889
5123,15690673,Cameron,655,France,Male,27,2,131691.33,1,1,0,49480.66,0,0,1,DIAMOND,411
5124,15760085,Calabresi,832,Spain,Male,29,8,93833.86,1,0,1,10417.87,0,0,2,GOLD,294
5125,15779659,Zetticci,721,Spain,Female,46,7,137933.39,1,1,1,67976.57,0,0,4,GOLD,249
5126,15627360,Fuller,542,Spain,Male,54,8,105770.14,1,0,1,140929.98,1,1,4,DIAMOND,780
5127,15671137,MacDonald,654,Spain,Female,54,5,0,2,0,1,47139.06,0,0,3,SILVER,613
5128,15782688,Piccio,821,Spain,Female,38,8,0,2,0,1,126241.4,1,1,2,PLATINUM,974
5129,15575492,Kennedy,508,France,Female,38,3,166328.65,2,0,1,22614.19,0,0,3,DIAMOND,789
5130,15591607,Fernie,588,Germany,Female,42,2,164307.77,1,1,0,48498.19,0,0,3,PLATINUM,238
5131,15740404,He,691,Germany,Male,38,9,163965.69,2,0,1,103511.26,0,0,3,GOLD,801
5132,15718369,Kaodilinakachukwu,664,France,Male,40,7,125608.72,1,1,0,122073.48,0,0,2,PLATINUM,458
5133,15677871,Cocci,439,France,Female,66,9,0,1,1,0,65535.56,0,0,1,SILVER,764
5134,15642004,Alekseeva,479,Spain,Male,37,6,118433.94,1,0,1,160060.9,0,0,2,GOLD,956
5135,15712543,Chinweike,850,France,Female,55,10,98488.08,1,1,0,155879.57,1,1,4,SILVER,814
5136,15584518,Arthur,518,France,Male,40,4,0,2,0,1,194416.58,0,0,1,PLATINUM,478
5137,15802381,Li,717,Germany,Female,64,10,98362.35,2,1,1,21630.21,0,0,1,SILVER,682
5138,15610156,Ma,698,France,Female,51,6,144237.91,4,1,0,157143.61,1,1,4,GOLD,915
5139,15594408,Chia,850,France,Male,34,6,0,1,0,1,52796.31,0,0,3,GOLD,831
5140,15640905,Vasin,700,Spain,Male,47,4,0,1,1,0,121798.52,1,1,2,GOLD,810
5141,15698932,Groves,626,France,Female,29,4,105767.28,2,0,0,41104.82,0,0,1,PLATINUM,838
5142,15724944,Tien,774,Spain,Male,32,9,0,2,1,0,10604.48,0,0,3,DIAMOND,752
5143,15628145,Forwood,719,Spain,Female,48,5,0,2,0,0,78563.66,0,0,4,GOLD,922
5144,15713483,Greeves,646,Spain,Male,31,2,0,1,1,1,170821.43,1,1,4,DIAMOND,350
5145,15612350,Taylor,485,France,Female,25,3,134467.26,1,1,1,113266.09,0,0,2,PLATINUM,734
5146,15800703,Madukwe,784,Germany,Male,38,1,138515.02,1,1,1,171768.76,0,0,2,PLATINUM,942
5147,15705707,Bennelong,850,Germany,Male,32,2,128647.98,2,0,0,54416.18,0,0,2,SILVER,607
5148,15754105,Olisanugo,669,France,Female,38,9,121858.98,1,1,0,130755.34,0,0,2,DIAMOND,981
5149,15703264,Chukwufumnanya,731,Spain,Male,70,3,0,2,1,1,141180.66,0,0,2,DIAMOND,409
5150,15794413,Harris,721,France,Female,49,1,120108.56,1,0,1,183421.76,0,0,4,SILVER,970
5151,15650237,Morgan,515,France,Female,37,0,196853.62,1,1,1,132770.11,0,0,3,PLATINUM,644
5152,15759618,Alexeeva,774,France,Female,35,3,121418.62,1,1,1,24400.37,0,0,4,DIAMOND,981
5153,15811589,Metcalfe,585,Spain,Male,36,10,0,2,1,1,180318.6,0,0,3,SILVER,722
5154,15689044,Humphries,695,France,Female,29,9,0,2,1,0,111565.45,0,0,2,DIAMOND,903
5155,15709368,Milne,729,Germany,Female,42,4,97495.8,2,0,0,2002.5,0,0,3,GOLD,583
5156,15679145,Chou,713,France,Female,42,3,0,2,0,0,82565.01,0,0,2,SILVER,521
5157,15655007,Li,555,Spain,Male,33,5,127343.4,1,0,1,121789.3,0,0,1,PLATINUM,311
5158,15623595,Clayton,699,Spain,Female,50,0,158633.61,1,1,0,193785.87,0,0,1,SILVER,835
5159,15589975,Maclean,587,France,Male,55,9,0,1,1,0,64593.07,0,0,1,GOLD,916
5160,15804017,Chigolum,762,Spain,Female,69,9,183744.98,1,1,1,196993.69,0,0,3,DIAMOND,323
5161,15692132,Wilkinson,510,France,Male,44,6,0,2,1,1,175518.31,0,0,3,SILVER,736
5162,15641122,Wei,842,Spain,Male,46,9,0,1,0,0,17268.02,0,0,1,SILVER,675
5163,15630910,Treacy,608,France,Male,31,7,79962.92,2,1,0,60901.72,0,0,4,SILVER,898
5164,15680772,Hu,850,France,Female,36,10,0,2,1,1,100750.03,0,0,4,SILVER,795
5165,15658929,Taverner,642,France,Male,36,4,0,2,1,1,195224.91,0,0,2,PLATINUM,289
5166,15585388,Sherman,850,France,Male,33,7,140956.99,1,0,0,3510.18,0,0,2,PLATINUM,483
5167,15724623,Taubman,455,Spain,Female,43,6,0,1,1,1,81250.79,0,0,5,PLATINUM,885
5168,15588537,Robinson,726,France,Male,29,7,0,2,1,1,91844.14,1,1,4,DIAMOND,525
5169,15574692,Pinto,544,Spain,Male,30,8,145241.63,1,1,1,80676.83,0,0,1,DIAMOND,388
5170,15611325,Wood,651,Germany,Male,31,7,138008.06,2,1,0,129912.74,0,0,3,DIAMOND,423
5171,15587562,Hawkins,814,France,Female,31,4,0,2,1,1,142029.17,0,0,2,SILVER,321
5172,15613172,Sun,537,France,Male,39,2,0,2,1,1,137651.6,0,0,2,SILVER,413
5173,15651022,Yost,553,France,Male,37,2,0,2,1,0,33877.29,0,0,1,SILVER,461
5174,15586310,Ting,800,Spain,Male,38,9,0,1,1,0,78744.39,0,0,2,DIAMOND,350
5175,15625524,Rowe,791,France,Male,34,7,0,2,1,0,96734.46,0,0,1,DIAMOND,802
5176,15755209,Fu,699,Spain,Female,29,9,127570.93,2,1,0,164756.81,0,0,1,SILVER,901
5177,15645248,Ho,756,France,Female,28,6,0,1,1,1,164394.65,0,0,2,SILVER,458
5178,15790355,Okechukwu,591,Spain,Female,27,5,107812.67,1,0,1,162501.83,1,1,2,SILVER,792
5179,15762615,Campbell,850,Germany,Male,22,7,91560.58,2,0,0,10541.38,0,0,1,GOLD,713
5180,15625426,Ashbolt,760,Germany,Male,34,6,121303.77,2,1,1,59325.21,0,0,4,SILVER,791
5181,15716334,Rozier,569,Spain,Male,43,8,161546.68,2,0,1,178187.28,0,0,2,PLATINUM,415
5182,15789669,Hsia,661,Spain,Female,35,5,128415.45,1,1,0,142626.49,0,0,5,SILVER,969
5183,15621075,Ogbonnaya,670,France,Female,31,2,57530.06,1,1,1,181893.31,1,1,1,PLATINUM,839
5184,15810845,T'ang,694,France,Male,38,1,0,2,0,1,156858.2,0,0,5,PLATINUM,918
5185,15719377,Cocci,728,France,Female,28,4,142243.54,2,1,0,33074.51,0,0,4,SILVER,903
5186,15654506,Chang,764,Germany,Female,39,9,138341.51,1,1,0,50072.94,1,1,2,GOLD,699
5187,15771977,T'ao,639,France,Male,32,9,0,2,1,0,111340.36,0,0,4,GOLD,846
5188,15708710,Ford,683,France,Female,30,2,0,2,0,1,100496.84,1,1,2,PLATINUM,526
5189,15726676,Marshall,663,Spain,Male,30,4,0,3,1,0,101371.05,0,0,1,DIAMOND,604
5190,15587421,Tsai,826,Spain,Male,41,5,146466.46,2,0,0,180934.67,0,0,3,GOLD,984
5191,15726931,Onwumelu,735,Spain,Male,36,5,0,2,1,0,105152.17,0,0,3,PLATINUM,259
5192,15771086,Graham,682,France,Female,58,1,0,1,1,1,706.5,0,0,4,PLATINUM,709
5193,15756850,Golovanov,663,France,Female,39,8,0,2,1,1,101168.9,0,0,5,SILVER,445
5194,15702741,Potts,562,Spain,Female,29,9,120307.58,1,1,1,6795.61,0,0,1,DIAMOND,500
5195,15679200,Crawford,696,France,Male,27,4,87637.26,2,0,0,196111.35,0,0,5,GOLD,685
5196,15594815,Aleshire,850,Spain,Male,38,2,94652.04,1,1,1,171960.76,0,0,3,PLATINUM,475
5197,15635905,Moran,719,France,Female,22,7,114415.84,1,1,1,177497.4,0,0,2,GOLD,739
5198,15777892,Samsonova,804,France,Female,71,8,0,2,0,1,147995.96,0,0,5,SILVER,455
5199,15656176,Jenkins,604,France,Male,40,1,84315.02,1,0,0,36209.1,0,0,3,PLATINUM,885
5200,15811127,Volkov,782,Spain,Female,27,3,0,2,1,0,143614.01,0,0,3,DIAMOND,858
5201,15604482,Chiemezie,512,Germany,Male,42,9,93955.83,2,1,0,14828.54,0,0,5,PLATINUM,580
5202,15622911,Jude,569,France,Male,36,1,67087.69,1,1,0,154775.7,0,0,5,PLATINUM,308
5203,15600974,He,597,Germany,Female,22,6,101528.61,1,1,0,70529,1,1,2,SILVER,793
5204,15727868,Onuora,753,Germany,Male,30,1,110824.52,1,1,1,57896.27,0,0,3,DIAMOND,989
5205,15627801,Ginikanwa,430,France,Female,33,8,0,1,1,1,69759.91,0,0,2,GOLD,936
5206,15773039,Ku,756,France,Male,28,8,179960.2,1,1,0,89938.08,0,0,4,GOLD,372
5207,15755262,McDonald,493,France,Male,38,3,134006.77,1,1,0,89578.32,0,0,5,SILVER,520
5208,15679531,Collins,777,Germany,Female,37,10,121532.17,2,1,1,73464.88,0,0,4,SILVER,440
5209,15684181,Hackett,779,Spain,Female,38,7,0,2,1,1,138542.87,0,0,4,GOLD,433
5210,15612087,Dike,702,Spain,Female,38,2,0,1,1,1,161888.63,0,0,2,GOLD,364
5211,15752047,Trevisano,551,France,Male,35,7,129717.3,2,0,0,86937.2,0,0,2,DIAMOND,942
5212,15624592,Tan,749,Germany,Male,22,4,94762.16,2,1,1,42241.54,0,0,3,SILVER,392
5213,15573152,Glassman,742,Germany,Male,55,5,155196.17,1,0,1,121207.66,1,1,5,DIAMOND,862
5214,15594917,Miller,752,Germany,Male,29,4,129514.99,1,1,1,102930.46,0,0,2,PLATINUM,449
5215,15785542,Kornilova,740,Germany,Female,57,3,113386.36,2,1,1,65121.63,1,1,1,SILVER,970
5216,15723488,Watson,576,France,Male,24,3,0,1,0,1,78498.04,1,1,2,SILVER,938
5217,15680920,Marchesi,637,Spain,Male,43,3,172196.23,1,1,1,104769.96,0,0,4,GOLD,550
5218,15786308,Millar,724,France,Male,28,5,97612.12,1,1,1,96498.14,0,0,2,DIAMOND,898
5219,15659366,Shih,685,France,Male,20,4,104719.94,2,1,0,38691.34,0,0,5,DIAMOND,909
5220,15774854,Fuller,625,France,Female,38,7,0,1,1,0,164804.02,0,0,1,DIAMOND,480
5221,15725311,Hay,571,Germany,Male,37,9,139592.98,3,1,0,104152.65,1,1,5,PLATINUM,923
5222,15787155,Yang,584,Spain,Female,29,4,0,2,1,0,88866.92,0,0,3,DIAMOND,781
5223,15727829,McIntyre,550,France,Female,22,7,139096.85,1,1,0,129890.94,0,0,4,DIAMOND,975
5224,15733247,Stevenson,662,Spain,Female,72,7,140301.72,1,0,1,179258.67,0,0,4,DIAMOND,832
5225,15568748,Poole,803,Spain,Male,43,3,0,1,1,0,72051.44,0,0,4,SILVER,351
5226,15699029,Bagley,615,France,Male,66,7,0,2,1,1,74580.8,0,0,1,PLATINUM,994
5227,15774393,Ch'ien,481,Spain,Male,39,1,111233.09,1,1,1,123995.15,0,0,3,PLATINUM,955
5228,15676895,Cattaneo,701,France,Male,23,3,0,2,1,0,38960.59,0,0,2,PLATINUM,253
5229,15637753,O'Sullivan,751,France,Male,29,10,147737.63,1,0,1,94951.27,0,0,4,PLATINUM,298
5230,15605461,Lucas,675,France,Male,35,8,0,2,1,1,56642.97,0,0,3,PLATINUM,806
5231,15808473,Ringrose,733,Germany,Male,40,5,125725.02,2,1,1,50783.1,0,0,3,DIAMOND,656
5232,15627000,Freeman,822,France,Male,38,6,128289.7,3,1,0,9149.96,1,1,3,DIAMOND,799
5233,15787174,Sergeyev,559,France,Female,46,5,0,1,1,0,21006.1,1,1,1,DIAMOND,486
5234,15723886,Fiore,731,Germany,Female,49,4,88826.07,1,1,1,33759.41,1,1,2,DIAMOND,489
5235,15704769,Smith,678,France,Female,41,1,143443.61,1,1,0,196622.28,1,1,4,PLATINUM,407
5236,15772896,Dumetochukwu,645,France,Female,68,9,0,4,1,1,176353.87,1,1,4,GOLD,430
5237,15711540,Pacheco,701,France,Male,29,2,0,2,1,0,176943.59,0,0,3,PLATINUM,225
5238,15764866,Synnot,554,Spain,Male,26,8,149134.46,1,1,1,177966.24,0,0,1,SILVER,631
5239,15794056,Johnston,723,France,Male,30,3,124119.54,1,1,0,162198.32,0,0,4,PLATINUM,945
5240,15795149,Stevens,766,Germany,Male,44,3,116822.7,1,0,0,197643.24,0,0,1,PLATINUM,544
5241,15812009,Grant,597,France,Female,24,1,103219.47,1,1,0,60420.07,0,0,3,GOLD,827
5242,15651001,Tsao,574,France,Male,41,1,0,2,0,0,70550,0,0,3,SILVER,382
5243,15813844,Barnes,655,Germany,Female,40,0,81954.6,1,1,1,198798.44,1,1,3,SILVER,535
5244,15596175,McIntosh,780,Germany,Female,37,10,95196.26,1,1,0,126310.39,1,1,3,PLATINUM,834
5245,15576269,Madison,672,Spain,Male,43,5,0,2,1,1,64515.5,0,0,5,GOLD,784
5246,15797219,Ifesinachi,717,France,Male,38,7,0,2,1,1,158580.05,0,0,4,SILVER,714
5247,15685500,Glazkov,521,France,Female,32,2,136555.01,2,1,1,129353.21,0,0,1,DIAMOND,577
5248,15599792,Dimauro,633,France,Male,59,5,0,1,1,1,137273.97,0,0,2,SILVER,532
5249,15657566,Wieck,669,France,Male,39,3,119452.03,1,1,1,171575.54,0,0,4,DIAMOND,784
5250,15772423,Liao,740,France,Male,44,9,0,1,0,1,96528,1,1,2,DIAMOND,703
5251,15628112,Hughes,462,Germany,Female,24,9,69881.09,2,0,1,64421.02,0,0,3,SILVER,456
5252,15753754,Morrison,619,France,Male,39,5,0,2,1,1,158444.61,0,0,1,SILVER,527
5253,15793726,Matveyeva,665,France,Female,44,7,0,2,1,1,66548.58,0,0,3,GOLD,580
5254,15694717,Ku,655,Spain,Female,27,9,0,2,0,0,108008.05,0,0,2,DIAMOND,730
5255,15665834,Cheatham,463,Spain,Male,20,8,204223.03,1,1,0,128268.39,0,0,2,SILVER,983
5256,15765297,Yao,799,France,Female,63,1,110314.21,2,1,0,37464,1,1,3,GOLD,982
5257,15636684,Kirkland,713,Spain,Female,48,1,163760.82,1,0,0,157381.14,1,1,2,DIAMOND,239
5258,15592979,Rose,807,Germany,Female,31,1,141069.18,3,1,1,194257.11,0,0,4,DIAMOND,374
5259,15750803,Jess,728,France,Male,38,1,115934.74,1,1,1,139059.05,0,0,5,GOLD,672
5260,15607178,Welch,582,France,Male,52,2,151457.88,1,0,1,40893.61,0,0,5,DIAMOND,889
5261,15713853,Ifeajuna,704,Germany,Female,35,3,154206.07,2,1,1,40261.49,0,0,4,PLATINUM,634
5262,15673481,Morton,714,France,Female,26,9,89928.99,1,1,0,46203.31,0,0,5,DIAMOND,675
5263,15686776,Rossi,628,France,Male,30,8,89182.09,1,1,1,13126.9,0,0,3,GOLD,228
5264,15673693,Reppert,809,Germany,Male,41,1,79706.25,2,1,0,165675.01,0,0,5,DIAMOND,464
5265,15700696,Kang,547,Spain,Female,44,5,0,3,0,0,5459.07,1,1,1,DIAMOND,471
5266,15813163,Ch'iu,560,France,Female,27,5,0,2,1,0,131919.48,0,0,2,DIAMOND,563
5267,15653857,Wallis,811,France,Male,31,7,117799.28,1,1,1,182372.35,0,0,4,SILVER,885
5268,15777076,Clark,584,France,Male,26,4,0,2,1,0,147600.54,0,0,2,SILVER,408
5269,15717398,Fielding,691,France,Male,28,1,0,2,0,0,92865.41,0,0,5,GOLD,569
5270,15799217,Zetticci,680,Germany,Male,34,6,146422.22,1,1,0,67142.97,1,1,3,GOLD,870
5271,15787071,Dulhunty,588,Germany,Male,33,9,150186.22,2,1,1,65611.01,0,0,3,SILVER,485
5272,15619955,Bevington,721,Germany,Male,40,6,100275.88,1,1,0,138564.48,1,1,5,GOLD,889
5273,15796505,Boyle,850,France,Male,47,6,0,1,1,0,187391.02,1,1,3,DIAMOND,282
5274,15725166,Newton,529,France,Male,32,9,147493.89,1,1,0,33656.35,0,0,4,PLATINUM,250
5275,15800116,Bowman,622,France,Male,43,8,0,2,1,0,100618.17,0,0,2,GOLD,650
5276,15758685,Dubinina,683,France,Female,42,8,0,2,0,1,198134.9,0,0,1,PLATINUM,919
5277,15694456,Toscani,575,France,Male,29,4,121823.4,2,1,1,50368.87,0,0,4,PLATINUM,435
5278,15767339,Chiazagomekpere,577,Spain,Female,40,1,0,2,1,1,108787,0,0,1,GOLD,530
5279,15683562,Allen,510,Germany,Male,31,0,113688.63,1,1,0,33099.41,1,1,2,SILVER,788
5280,15782210,K'ung,652,Spain,Female,40,7,100471.34,1,1,1,124550.88,0,0,3,GOLD,840
5281,15668893,Wilsmore,569,Germany,Female,28,3,100032.52,1,1,0,5159.21,1,1,3,DIAMOND,683
5282,15669169,Hargreaves,687,Spain,Male,31,3,0,2,0,0,48228.1,0,0,2,PLATINUM,575
5283,15643024,Huang,822,France,Male,32,8,116358,1,1,0,108798.36,0,0,4,DIAMOND,898
5284,15699389,Ch'ien,656,Germany,Female,23,4,163549.63,1,0,1,21085.12,0,0,4,DIAMOND,514
5285,15708608,Wallwork,745,Germany,Male,51,3,99183.9,1,1,1,28922.25,0,0,5,SILVER,270
5286,15626144,Chu,386,Spain,Female,53,1,131955.07,1,1,1,62514.65,1,1,5,GOLD,676
5287,15573112,Kang,684,Spain,Female,41,1,134177.06,1,0,0,177506.66,0,0,1,PLATINUM,456
5288,15790678,Davidson,635,Spain,Female,38,1,0,2,1,0,90605.05,0,0,4,GOLD,399
5289,15727556,O'Donnell,582,France,Male,30,2,0,2,1,1,132029.95,0,0,2,GOLD,276
5290,15697307,Nnachetam,613,Spain,Male,19,5,0,1,1,1,176903.35,0,0,1,SILVER,327
5291,15652266,Chidiebele,795,Germany,Female,56,9,94348.94,1,1,0,29239.29,1,1,1,PLATINUM,414
5292,15607098,Ahmed,659,France,Female,32,2,155584.21,1,0,1,153662.88,0,0,5,PLATINUM,313
5293,15655774,Booth,745,France,Female,28,6,0,2,1,0,154389.18,0,0,4,SILVER,649
5294,15590241,Chuang,604,Spain,Female,41,10,0,2,1,1,166224.39,0,0,2,DIAMOND,876
5295,15785819,Shao,509,Germany,Male,32,9,170661.47,1,1,1,21646.2,0,0,4,SILVER,994
5296,15723654,Tsao,706,Germany,Female,29,6,185544.36,1,1,0,171037.63,0,0,2,GOLD,546
5297,15774510,Tien,619,Spain,Female,44,6,52831.13,1,1,1,112649.22,1,1,3,SILVER,245
5298,15684173,Chang,572,Germany,Male,51,8,97750.07,3,1,1,193014.26,1,1,2,PLATINUM,740
5299,15650068,Johnson,695,France,Male,36,6,114007.5,2,1,0,118120.88,0,0,1,DIAMOND,533
5300,15811490,French,543,France,Female,71,1,104308.77,1,1,1,25650.04,0,0,5,DIAMOND,710
5301,15803976,Efremov,640,France,Female,33,6,84719.13,2,1,1,113048.79,0,0,3,SILVER,853
5302,15682541,Hartley,672,France,Male,39,2,0,2,1,0,87372.49,0,0,3,DIAMOND,425
5303,15695699,Calabrese,701,France,Male,39,9,140236.98,1,0,1,146651.99,0,0,2,PLATINUM,342
5304,15624188,Chiu,634,Spain,Male,25,9,0,2,1,1,8227.91,0,0,2,GOLD,730
5305,15812191,Brennan,531,Spain,Female,42,6,75302.85,2,0,0,57034.35,0,0,1,PLATINUM,505
5306,15636673,Onwuatuegwu,699,France,Male,27,1,0,2,1,0,93003.21,0,0,5,PLATINUM,476
5307,15594898,Hewitt,605,France,Female,51,9,104760.82,1,1,1,165574.54,1,1,1,PLATINUM,675
5308,15660211,Shih,534,France,Female,49,7,0,1,1,0,13566.48,1,1,4,DIAMOND,921
5309,15773972,Balashov,449,Spain,Female,31,1,113693,1,0,0,82796.29,0,0,1,GOLD,395
5310,15746726,Doyle,684,Spain,Female,36,5,174180.39,1,1,0,119830.08,0,0,1,DIAMOND,364
5311,15712287,Pokrovskii,622,Germany,Male,42,9,115766.26,1,0,0,72155.85,1,1,3,PLATINUM,483
5312,15702919,Collins,714,France,Female,40,0,0,2,1,0,62762.12,0,0,1,SILVER,970
5313,15674398,Russo,712,Spain,Female,48,8,0,2,1,0,183235.33,0,0,2,SILVER,923
5314,15797960,Skinner,783,France,Female,72,5,121215.9,2,1,1,105206.48,0,0,3,GOLD,509
5315,15631868,Robertson,743,Germany,Male,45,10,144677.19,3,1,0,22512.44,1,1,3,GOLD,471
5316,15581539,Atkinson,683,France,Male,36,5,115350.63,1,1,1,122305.91,0,0,5,DIAMOND,398
5317,15662736,Doyle,654,Spain,Male,40,5,105683.63,1,1,0,173617.09,0,0,5,DIAMOND,250
5318,15666252,Ritchie,700,France,Male,37,1,135179.49,1,1,0,160670.37,0,0,3,SILVER,700
5319,15677512,McEncroe,744,Spain,Male,31,0,117551.23,1,1,0,158958.9,0,0,3,PLATINUM,633
5320,15626114,Pearson,645,Germany,Male,25,1,157404.02,2,1,0,93073.04,0,0,4,DIAMOND,855
5321,15810834,Gordon,525,Spain,Male,36,3,77910.23,1,1,0,67238.01,0,0,3,SILVER,976
5322,15678910,Ts'ai,732,France,Male,25,0,110942.9,1,0,0,172576.56,0,0,3,SILVER,845
5323,15694408,Lung,721,France,Female,40,7,0,2,1,1,122580.48,0,0,4,PLATINUM,351
5324,15585215,Yuan,622,France,Male,32,5,179305.09,1,1,1,149043.78,0,0,4,GOLD,383
5325,15682757,Pardey,654,Germany,Male,31,5,150593.59,2,1,1,105218.45,0,0,2,DIAMOND,937
5326,15736601,Tai,529,France,Female,43,0,123815.86,1,1,1,78463.99,1,1,5,DIAMOND,703
5327,15601848,Scott,720,Spain,Female,59,6,0,2,1,1,160849.43,1,1,3,DIAMOND,521
5328,15736008,Hunter,850,Germany,Female,25,8,69385.17,2,1,0,87834.24,0,0,4,SILVER,722
5329,15669064,Mazzanti,667,Germany,Male,27,2,138032.15,1,1,0,166317.71,0,0,2,GOLD,904
5330,15624528,L?,620,France,Male,41,3,0,2,1,1,137309.06,0,0,2,PLATINUM,725
5331,15598493,Beach,616,France,Male,29,9,0,1,1,1,166984.44,0,0,2,PLATINUM,310
